Image_Index,Total_Images,Image_Path,Width,Height,Object_Count,Time_ms
84,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/1860.png,640,384,7,949.6
85,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/1864.png,640,384,10,963.4
86,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/1878.png,640,384,9,951.2
87,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/1879.png,640,384,4,950.3
88,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/188.png,640,384,5,964.3
89,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/1885.png,640,384,6,953.9
90,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/1892.png,640,384,2,951.7
91,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/1901.png,640,384,3,962.6
92,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/1912.png,640,384,4,949.3
93,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/1924.png,640,384,3,941.3
94,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/1941.png,640,384,7,935.6
95,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/1947.png,640,384,9,940.1
96,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/1968.png,640,384,4,940.8
97,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/1970.png,640,384,4,940.0
98,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/198.png,640,384,3,937.1
99,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/1986.png,640,384,6,946.7
100,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/1991.png,640,384,5,942.9
101,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/1992.png,640,384,4,995.1
102,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/1997.png,640,384,5,931.2
103,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/1998.png,640,384,2,945.4
104,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/2007.png,640,384,5,953.5
105,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/201.png,640,384,6,959.1
106,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/2020.png,640,384,6,951.4
107,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/2059.png,640,384,2,979.0
108,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/2067.png,640,384,2,960.7
109,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/2086.png,640,384,6,953.5
110,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/2087.png,640,384,6,953.9
111,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/2101.png,640,384,2,951.2
112,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/2106.png,640,384,6,949.9
113,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/2109.png,640,384,4,949.2
114,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/211.png,640,384,4,950.5
115,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/2112.png,640,384,4,950.8
116,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/2126.png,640,384,6,957.8
117,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/2139.png,640,384,4,950.7
118,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/2147.png,640,384,4,950.5
119,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/2159.png,640,384,8,952.4
120,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/2178.png,640,384,9,955.7
121,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/2187.png,640,384,5,956.8
122,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/2189.png,640,384,5,953.3
123,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/2197.png,640,384,8,951.2
124,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/2201.png,640,384,7,958.7
125,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/2226.png,640,384,1,953.3
126,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/2229.png,640,384,1,954.5
127,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/2230.png,640,384,2,970.6
128,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/2231.png,640,384,1,963.3
129,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/2233.png,640,384,2,961.6
131,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/2236.png,640,384,3,963.5
132,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/2241.png,640,384,3,960.0
133,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/2251.png,640,384,2,956.1
134,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/2268.png,640,384,2,942.6
135,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/2279.png,640,384,2,948.4
136,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/2281.png,640,384,1,953.7
137,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/2282.png,640,384,4,965.4
138,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/2284.png,640,384,2,950.1
139,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/2320.png,640,384,2,946.9
141,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/233.png,640,384,2,947.8
142,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/2330.png,640,384,1,956.2
143,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/2351.png,640,384,2,952.5
144,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/2370.png,640,384,4,956.8
145,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/2395.png,640,384,2,964.6
146,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/2399.png,640,384,3,965.6
147,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/24.png,640,384,1,966.8
148,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/2403.png,640,384,4,956.1
149,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/241.png,640,384,8,964.2
150,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/2412.png,640,384,1,968.9
151,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/2442.png,640,384,1,966.4
152,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/2443.png,640,384,2,960.5
153,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/2455.png,640,384,1,948.4
154,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/2458.png,640,384,2,964.7
155,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/2464.png,640,384,2,956.3
156,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/2494.png,640,384,2,966.7
157,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/2499.png,640,384,1,960.7
158,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/259.png,640,384,5,960.6
159,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/261.png,640,384,1,965.3
160,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/271.png,640,384,4,942.5
161,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/276.png,640,384,5,947.7
162,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/283.png,640,384,6,955.5
163,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/306.png,640,384,1,951.5
164,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/311.png,640,384,5,948.8
165,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/313.png,640,384,4,949.6
166,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/32.png,640,384,2,946.7
167,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/328.png,640,384,7,948.1
168,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/340.png,640,384,5,944.6
169,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/358.png,640,384,5,946.6
170,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/368.png,640,384,2,941.4
171,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/380.png,640,384,2,950.9
172,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/399.png,640,384,1,946.9
173,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/406.png,640,384,3,940.1
174,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/428.png,640,384,3,960.4
175,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/438.png,640,384,3,953.6
176,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/445.png,640,384,2,962.3
177,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/478.png,640,384,3,951.3
178,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/495.png,640,384,7,955.1
179,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/504.png,640,384,4,957.3
180,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/507.png,640,384,1,955.1
181,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/513.png,640,384,2,956.1
182,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/514.png,640,384,2,982.1
183,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/516.png,640,384,1,945.2
184,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/520.png,640,384,6,952.2
185,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/521.png,640,384,4,951.1
186,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/532.png,640,384,4,957.2
187,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/54.png,640,384,2,968.9
188,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/549.png,640,384,4,942.6
189,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/551.png,640,384,2,956.3
190,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/557.png,640,384,5,949.2
191,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/560.png,640,384,2,963.1
192,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/580.png,640,384,3,947.8
193,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/581.png,640,384,2,958.0
194,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/59.png,640,384,2,944.4
195,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/609.png,640,384,2,944.0
196,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/622.png,640,384,3,953.7
197,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/624.png,640,384,5,950.4
198,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/635.png,640,384,2,993.4
199,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/638.png,640,384,2,948.5
200,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/639.png,640,384,3,946.6
201,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/640.png,640,384,3,944.1
202,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/645.png,640,384,2,947.5
203,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/646.png,640,384,3,951.5
204,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/649.png,640,384,2,944.7
205,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/663.png,640,384,3,953.7
206,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/678.png,640,384,1,968.7
207,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/693.png,640,384,1,955.6
208,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/698.png,640,384,2,955.7
209,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/703.png,640,384,1,964.1
210,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/714.png,640,384,2,958.4
211,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/72.png,640,384,2,955.4
212,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/723.png,640,384,3,950.6
213,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/727.png,640,384,1,950.0
214,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/737.png,640,384,3,946.1
215,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/763.png,640,384,4,955.7
216,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/765.png,640,384,3,955.4
217,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/766.png,640,384,4,959.5
218,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/767.png,640,384,2,949.0
219,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/768.png,640,384,3,946.0
220,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/772.png,640,384,3,960.6
221,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/781.png,640,384,1,974.1
222,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/784.png,640,384,2,964.0
223,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/786.png,640,384,2,965.0
224,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/797.png,640,384,2,950.9
225,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/802.png,640,384,3,961.7
226,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/809.png,640,384,2,945.1
227,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/811.png,640,384,2,965.7
228,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/812.png,640,384,2,959.5
229,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/815.png,640,384,1,965.3
230,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/821.png,640,384,2,950.0
231,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/826.png,640,384,4,963.3
232,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/843.png,640,384,1,956.4
233,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/854.png,640,384,4,956.6
234,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/860.png,640,384,1,954.6
235,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/87.png,640,384,8,965.4
236,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/876.png,640,384,2,956.9
237,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/893.png,640,384,1,957.6
238,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/90.png,640,384,4,942.7
239,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/901.png,640,384,1,960.6
240,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/902.png,640,384,4,946.1
241,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/931.png,640,384,3,949.2
242,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/935.png,640,384,3,948.6
243,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/943.png,640,384,1,940.4
244,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/944.png,640,384,1,940.1
245,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/947.png,640,384,3,947.6
246,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/954.png,640,384,2,948.0
247,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/96.png,640,384,5,950.1
248,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/967.png,640,384,3,960.7
249,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/969.png,640,384,1,947.5
250,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/971.png,640,384,3,955.7
251,251,/app/Datasets/Certh_grape_dataset_reduced/test/images/979.png,640,384,2,947.5
